# no y_p (polarization efficiency) factor has been applied here
# the best-fit y_p = 1.005842680
# this should be applied to TE and to EE (squared) for any comparison to ACT data
# columns (all units are uK^2):
# [ell]   [D_ell^TT]      [D_ell^TE]    [D_ell^EE]
2.380000000000000000e+02 5.602020404578627677e+03 4.894898692531446471e+01 1.718550514308114563e+00
2.390000000000000000e+02 5.590226506740779769e+03 5.059196991097329033e+01 1.780676424877824848e+00
2.400000000000000000e+02 5.577854892482240757e+03 5.223136361847361542e+01 1.844889788959730437e+00
2.410000000000000000e+02 5.564909620149019247e+03 5.386656349707360647e+01 1.911202338193560557e+00
2.420000000000000000e+02 5.551394956149447353e+03 5.549695678640608776e+01 1.979625263161921334e+00
2.430000000000000000e+02 5.537315376652251871e+03 5.712192248723000887e+01 2.050169205166855857e+00
2.440000000000000000e+02 5.522675569284627272e+03 5.874083133218170616e+01 2.122844248006401813e+00
2.450000000000000000e+02 5.507480434830304148e+03 6.035304575652637737e+01 2.197659909751151996e+00
2.460000000000000000e+02 5.491735088927625839e+03 6.195791986890937153e+01 2.274625134520814385e+00
2.470000000000000000e+02 5.475444863767615971e+03 6.355479942210759248e+01 2.353748284260768209e+00
2.480000000000000000e+02 5.458615309792062362e+03 6.514302178378095221e+01 2.435037130518628690e+00
2.490000000000000000e+02 5.441252197391568188e+03 6.672191590722357546e+01 2.518498846220801557e+00
2.500000000000000000e+02 5.423361518603649529e+03 6.829080230211545199e+01 2.604139997449051336e+00
2.510000000000000000e+02 5.404949488810781986e+03 6.984899300527335697e+01 2.691966535217043432e+00
2.520000000000000000e+02 5.386022548438496415e+03 7.139579155140278033e+01 2.781983787246923967e+00
2.530000000000000000e+02 5.366587364653433724e+03 7.293049294384894665e+01 2.874196449745865856e+00
2.540000000000000000e+02 5.346650833061427875e+03 7.445238362534816190e+01 2.968608579182632212e+00
2.550000000000000000e+02 5.326220079405571596e+03 7.596074144877944434e+01 3.065223584064137530e+00
2.560000000000000000e+02 5.305302461264292106e+03 7.745483564791565811e+01 3.164044216712003532e+00
2.570000000000000000e+02 5.283905569749421375e+03 7.893392680817503049e+01 3.265072565039123020e+00
2.580000000000000000e+02 5.262037231204270029e+03 8.039726683737247015e+01 3.368310044326215280e+00
2.590000000000000000e+02 5.239705508901701251e+03 8.184409893647098500e+01 3.473757388998388151e+00
2.600000000000000000e+02 5.216918704742199225e+03 8.327365757033298621e+01 3.581414644401696989e+00
2.610000000000000000e+02 5.193685360951936673e+03 8.468516843847167763e+01 3.691281158579701405e+00
2.620000000000000000e+02 5.170014261780864217e+03 8.607784844580251615e+01 3.803355574050030885e+00
2.630000000000000000e+02 5.145914435200763364e+03 8.745090567339451582e+01 3.917635819580938872e+00
2.640000000000000000e+02 5.121395154603332230e+03 8.880353934922160875e+01 4.034119101967863941e+00
2.650000000000000000e+02 5.096465940498251257e+03 9.013493981891406293e+01 4.152801897809987430e+00
2.660000000000000000e+02 5.071136115850805254e+03 9.144434473049575729e+01 4.273678226277216829e+00
